label,sentence1,sentence2
1,"E a história de cada uma dessas partidas foi resgatada pelo escritor Henrique Porto em nesta sua segunda obra, intitulada “Pé-frio, futebol e neve no Brasil”.",pé-frio
1,"A partir desta quinta-feira (22), as atividades foram transferidas temporariamente para o Salão Paroquial da Igreja Nossa Senhora de Lourdes, que fica na mesma quadra do restaurante.",salão paroquial
1,"Os oito polos de vacinação disponíveis são: em frente à Policlínica São João; estacionamento da UBS Fazenda I; Parque do Agricultor; estacionamento da UBS Santa Regina; ASPMI; Estacionamento da UBS Cordeiros; Sala volante no Centreventos; e Salão Paroquial da Igreja Santa Clara, em frente à UBS Rio Bonito.",salão paroquial
1,"Sem data para retomada na sede, o serviço será temporariamente transferido para o Salão Paroquial da Igreja Nossa Senhora de Lourdes, para onde serão direcionados os usuários que se deslocarem até o prédio da Sinimbu.",salão paroquial
1,"Em Boca do Monte, será pela manhã, no salão paroquial.",salão paroquial
1,"Conforme a secretária de Saúde, Luciane Possoli, a equipe e imunização vai realizar mais um drive-thru nas tendas instaladas em frente ao salão paroquial da Igreja Matriz.",salão paroquial
1,"Estarão a venda pratos de macarrão com polpeta e lasanha, que poderão ser retirados das 11h às 15h no Salão Paroquial, na praça Antônio Naldi, 06, Quiririm.",salão paroquial
1,"Das 9h às 15h, a população poderá dirigir e fazer suas doações no Salão Paroquial, localizado na esquina da rua Ondina com a rua Generosa Bastos, na Redentora.",salão paroquial
1,A ação irá ocorrer no Salão Paroquial e os agendamentos podem ser feitos pelo telefone (54) 99172-7465.,salão paroquial
1,"Para ajudar no tratamento, os pais da criança realizarão um bazar de roupas nos dias 10 e 11 de abril, no salão paroquial da igreja Sagrada Família, no bairro Argentina. ",salão paroquial
1,"A retirada ocorre das 14h às 16h, do domingo, junto ao Salão Paroquial.",salão paroquial
1,"O Índice de Preços ao Consumidor da Terceira Idade (IPC-3i), que mede a variação da cesta de consumo de famílias majoritariamente compostas por indivíduos com mais de 60 anos de idade, acumulou uma elevação de 6,20% nos últimos 12 meses.",terceira idade
0,"Alguns dizem que tudo é melhor na terceira idade, outros que tudo é ruim.",terceira idade
0,O aumento da população com idade acima de 60 anos reforça ainda mais os grandes desafios e ações a serem realizados para melhorar a qualidade de vida dos cidadãos da terceira idade. ,terceira idade
0,"Mas, para chegar na terceira idade com qualidade de vida, e preciso estimular o corpo e a mente.",terceira idade
0,"Além disso, os moradores contam agora com duas praças equipadas com brinquedos e academia da terceira idade.",terceira idade
0,"Aurélio Alfieri, educador físico e youtuber, possui um canal com cerca de 730 mil inscritos e mais de três milhões de visualizações mensais, focado em exercícios para a terceira idade.",terceira idade
0,Entre os dias 23 e 25 de abril o espetáculo “LAS PELANCAS” apresenta com humor e reflexão os aspectos presentes na vida daqueles que chegam à terceira idade.,terceira idade
0,"Outras empresas do mesmo segmento surgiram na esteira da alta demanda por academias de terceira idade, de primeira idade, academias para jovens adultos, para cadeirantes.",terceira idade
0,"O maior desafio na terceira idade é que os idosos não foram ensinados a fazer sexo protegido: muitos nunca usaram um preservativo na vida, por exemplo.",terceira idade
0,Será um lugar apropriado para mulheres e homens da terceira idade descansarem após terem contribuído tanto para a nossa sociedade.,terceira idade
0,"Em um país como o Brasil, apesar de existir uma lei que regulamenta a questão, o trabalho na terceira idade ainda é um tabu e pode ser enxergado por extremos.",terceira idade
1,"Além disso, ele lança luz sobre a dinâmica do mercado de Circuito Integrado de Aplicação Específica, incluindo restrições, drivers de mercado de Circuito Integrado de Aplicação Específica, tendências da indústria de Circuito Integrado de Aplicação Específica e disponibilidade de diferentes oportunidades no mercado mundial de Circuito Integrado de Aplicação Específica.",circuito integrado
1,"O relatório Circuito Integrado de Gerenciamento de Energia (CIMP) oferece uma investigação exaustiva desse mercado em nível de país e região e fornece uma análise das tendências da indústria em cada um dos subsegmentos, de vendas, receita e consumo.",circuito integrado
1,"O relatório estuda principalmente o tamanho, as tendências recentes e o status de desenvolvimento do mercado Circuito Integrado Tecnologia de Embalagens, bem como as oportunidades de investimento, política governamental, dinâmica do mercado (drivers, restrições, oportunidades), cadeia de suprimentos e cenário competitivo.",circuito integrado
1,Ele contém uma análise aprofundada de informações qualitativas e quantitativas sobre o mercado Circuito Integrado de memória (IC).,circuito integrado
1,Este relatório de mercado Circuito Integrado de Gerenciamento de Energia trata de um ambiente abrangente da repartição para o mercado global.,circuito integrado
1,O relatório de pesquisa de mercado completo também oferece a Análise das Cinco Forças de Porter e perfis de alguns dos principais participantes do mercado Circuito Integrado Híbrido de Filme Espesso global.,circuito integrado
1,"A pesquisa global Circuito Integrado analógico mercado 2021 fornece uma visão geral da indústria, incluindo definições, classificações, aplicativos e estrutura de cadeia da indústria.",circuito integrado
1,Circuito Integrado Photonics (IC) Market Report Highlights crescentes oportunidades do mercado que mais cresce Circuito Integrado Photonics (IC) com regiões-chave Considerando a avaliação de mercado atual.,circuito integrado
1,"O relatório de mercado Global Módulo de Circuito Integrado TrackPad é fornecido para os mercados internacionais, bem como tendências de desenvolvimento, análise competitiva do cenário e status de desenvolvimento das principais regiões.",circuito integrado
0,"Hoje (16), a empresa anunciou que seu E9 AntMiner deve ser lançado logo, que será uma máquina com chip de circuito integrado de aplicação específica (ASIC, na sigla em inglês) e irá operar com o algoritmo Ethash.",circuito integrado
0,"O dispositivo demonstra como, usando a tecnologia do ultrassom com um design de circuito integrado inteligente, é possível criar implantes sofisticados que entram profundamente no tecido para coletar dados de órgãos"", conta.",circuito integrado
0,"Internamente, o circuito integrado deve ser redesenhado para dar mais espaço a sensores ou até uma redução na espessura do relógio.",circuito integrado
0,"O erro ocorre no comando eletrônico do motor (FADEC), envolvendo o microprocessador do circuito integrado MN4 da placa principal do controlador eletrônico do motor (ECC).",circuito integrado
0,"Nao muito tempo apos o lançamento da geraçao passada, um entusiasta conhecido no Twitter como InstLatX64 elaborou diagramas de blocos que simulam o die (circuito integrado) dos futuros processadores.",circuito integrado
0,"O site XDA Developers aponta que o primeiro processador móvel do Google possui uma Unidade de Processamento de Tensor (TPU), um circuito integrado desenvolvido para tarefas como aprendizado de máquina e rede neural, além de um chip de segurança integrado.",circuito integrado
0,"Para criar uma célula de bateria, várias camadas desse material de nanodiamante são empilhadas e armazenadas com uma pequena placa de circuito integrado e um pequeno supercapacitor para coletar, armazenar e distribuir instantaneamente a carga.",circuito integrado
0,"Como vimos, o documento apresenta uma bela proposta de formato SOC (System On Chip) com circuito integrado, que seria destinado principalmente a dispositivos como notebooks, consoles e desktops, mas que também pode ser levado para outros projetos futuros.",circuito integrado
0,"De acordo com o laboratório de sistemas quânticos artificiais da MFTI, na Rússia, foi criado um circuito integrado quantum baseado em cinco cubos supercondutores.",circuito integrado
0,"O circuito integrado foi desenvolvido no laboratório de sistemas quânticos artificiais da MFTI e feita na base tecnológica do centro para o uso coletivo da Fiztech de Moscou, - é relatado no site do Instituto.",circuito integrado
0,"O circuito integrado (system on a chip, SoC) M1, que a marca estreou em 2020 no portátil Macbook, está agora a caminho daqueles que são dois produtos-bandeira da tecnológica: o computador ‘tudo-em-um’ iMac e o novo tablet de alto desempenho iPad Pro. ",circuito integrado
1,"Claudio Tognolli e Bernardino Coelho da Silva conversaram com a bancada do Morning Show nesta terça-feira (15) sobre o livro “A Caixa-Preta do BNDES: como o dinheiro público abasteceu Cuba, Venezuela, Angola e a JBS USA”, de autoria deles e que investiga um dos maiores esquemas de corrupção do país.",caixa-preta
0,"O termo caixa-preta, usado para designar um equipamento inserido na cabine de aeronaves que registra todas as ações feitas pelo piloto, ganhou conotação de caixa de Pandora desde a eleição de 2018.",caixa-preta
0,"A primeira caixa-preta, contendo os dados dos aparelhos de bordo, foi encontrada logo após o acidente.",caixa-preta
0,"No caso, a caixa-preta anunciada contém aparentemente apenas o CVR - Cockpit Voice Recorder , que é o módulo responsável por gravar todo o áudio da cabine de comando da aeronave.",caixa-preta
0,Investigadores buscam segunda caixa-preta do Boeing que caiu na Indonesia,caixa-preta
0,Irã diz que não entregará caixa-preta de avião que caiu em Teerã,caixa-preta
0,"A etapa seguinte também foi concluída sem alarde: a compra e instalação dos equipamentos e softwares essenciais para tornar operacional o laboratório, além do treinamento de quatro técnicos capazes de decifrar o que contém uma caixa-preta (gravadores de voo, no linguajar da Aeronáutica).",caixa-preta
0,Equipes de buscas encontram caixa-preta de avião da Indonésia,caixa-preta
0,"Segundo o órgão, aviões particulares de pequeno porte não são obrigados a ter caixa-preta.",caixa-preta
0,"A caixa-preta, encontrada no mesmo dia do acidente, registra vozes e sons do cockpit e permite escutar as conversas, alem de todos os sons e anuncios ouvidos na cabine do piloto, incluindo os alarmes que eventualmente podem soar.",caixa-preta
0,"Abrir essa caixa-preta é tarefa urgente, que possibilitará desvendar a manipulação fraudulenta do sistema de justiça brasileiro e esclarecer os verdadeiros interesses que alimentaram a chamada Operação Lava Jato.",caixa-preta
0,A PGR está diante da oportunidade de abrir a caixa-preta dos planos de saúde.,caixa-preta
0,"Ao programa Brasil em Pauta, da TV Brasil, que vai ao ar nesta segunda-feira (24), às 22h30, Afif afirmou que o sistema tributário atual é “uma caixa-preta” e que a maior parte da população não tem conhecimento do real valor de impostos embutidos em bens e serviços pagos.",caixa-preta
0,"Depois de o presidente Jair Bolsonaro trocar abruptamente o CEO da Petrobras e sofrer uma “goleada” nas redes sociais por isso, seus apoiadores vieram em socorro com uma de suas cartadas clássicas: a tese da caixa-preta.",caixa-preta
0,Por que ninguém ousa abrir a caixa-preta do Judiciário do Brasil?,caixa-preta
0,Relaxe e dê o play porque o gerente enlouqueceu: abrimos a caixa-preta do amigo oculto do Fantástico.,caixa-preta
0,"Nos palanques, o então candidato à Presidência Jair Bolsonaro dizia que queria abrir “a caixa-preta do BNDES”.",caixa-preta
0,OAB cobra explicação sobre dinheiro para abrir 'caixa-preta' do BNDES,caixa-preta
0,"Ao fim de dois meses, quero ser capaz de explicar esse conjunto de regulações, empréstimos, perdas financeiras que contextualizam a 'caixa-preta'.",caixa-preta
0,"Caso contrário, a atividade policial ""vira uma caixa-preta, à qual ninguém tem acesso"", concluiu a pesquisadora.",caixa-preta
0,"O cônsul-geral da China no Rio de Janeiro, Li Yang, chamou de “garoto” o primeiro-ministro canadense, Justin Trudeau, e disse que o Canadá é um “pau-mandado dos Estados Unidos”.",pau-mandado
0,“Governos conservadores e reacionários sempre pensaram que policial é ‘pau mandado’.,pau-mandado
0,"“Não sou pau mandado de ninguém”, disse ele, ao receber o Estadão no Palácio Guanabara.",pau-mandado
0,"Segundo o documento, o prefeito alega que o autor da injúria, além das mensagens pela internet, “espalha pela cidade que ele é pau-mandado e ruim de paga”.",pau-mandado
0,"E para aprofundar os problemas (ou quem sabe, para aperfeiçoar seus planos) Bolsonaro trocou dois médicos na pasta da Saúde por um general pau mandado.",pau-mandado
0," ""Se eu ganhar, o senhor Magina vai à televisão e vai dizer: eu sou um idiota, um fantoche, um pau mandado do Governo e só estou neste cargo por ser maçon"".",pau-mandado
0,"Pau mandado de Bolsonaro, Nunes falou que, ainda que o STF ordenasse o envio dos processos para a Justiça Federal de Brasília, isso deveria ser feito sem colocá-los na estaca zero.",pau-mandado
0,"Porque a coragem e a postura de ""tigrão"" que ele faz questão de manter no plenário do Senado não é a mesma que ele tem ao se relacionar com Bolsonaro, onde ele se revelou um ""tchutchuquinha"", um pau mandado do presidente",pau-mandado
0,"Para isso, após o desembarque das Forças Armadas, mobilizou seu pau-mandado major Vitor Hugo, líder do PSL na Câmara, para apresentar ao colégio de líderes na Câmara em regime de urgência o projeto de criação de um tal de Estado de Mobilização Nacional (outro nome dado ao velho Estado de Sítio), a pretexto de lhe dar plenos poderes para combater a pandemia do coronavírus.",pau-mandado
0,"Afastado pelo Planalto, rejeitado pelo Exercito, execrado pela populaçao e, por boas razoes, temeroso dos tribunais, Pazuzu saiu como uma alma penada, para em seu lugar entrar um pau-mandado de jaleco cujo nome e uma piada pronta.",pau-mandado
0,Luccas Neto lança seu 11° longa-metragem,longa-metragem
0,"Baseado em fatos reais, ele não apenas é o primeiro filme longa-metragem dirigido por uma mulher negra no Brasil, como ainda retrata a história de um amor lésbico.",longa-metragem
0,O longa-metragem tem 1h53 e classificação indicativa de 12 anos.,longa-metragem
0,"O longa-metragem concorre a seis Oscars neste domingo: filme, direção, roteiro original, ator (Steven Yeun), atriz (Yuh-Jung Youn) e trilha original.",longa-metragem
0,"Dirigido por Muylaert e Lô Politi, o longa-metragem mostra os bastidores do Palácio da Alvorada logo após a aprovação do processo de impeachment pela Câmara dos Deputados.",longa-metragem
0,"Teria sido muito mais interessante se o longa-metragem tivesse abraçado a proposta de falar sobre esses funcionários, geralmente tão invisibilizados, neste processo que abalou o País.",longa-metragem
0,O longa-metragem de 2019 somente agora chega à plataforma de streaming.,longa-metragem
0,"O longa-metragem de Adam Randall mistura vários elementos como terror, suspense, drama e thriller policial.",longa-metragem
0,O longa-metragem consegue manter o espectador tenso o tempo todo.,longa-metragem
0,A revelação é uma grande surpresa e indica que o longa-metragem de super-herói terá uma mistura de panteões.,longa-metragem
1,"De acordo com os autores, o revestimento para edifícios seria capaz de resfriar os prédios o suficiente para reduzir a necessidade de usar ar condicionado, o que poupa energia e é benéfico para o planeta.",ar condicionado
1,"Como ar condicionado, ele possui uma eficiência energética de primeira classe de 1,5 CV , o que reduz seu consumo de energia.",ar condicionado
1,"O problema do ar condicionado é que a tecnologia básica não mudou muito desde que foi inventada, há 100 anos”, disse o engenheiro-chefe da Transaera, Ross Bonner, ao MIT News.",ar condicionado
1,"A empresa é atualmente uma das finalistas da Global Cooling Prize, competição global para redesenhar o clássico ar condicionado – o vencedor receberá US$ 1 milhão para seu projeto.",ar condicionado
1,"Esse problema de ar condicionado pode ter um impacto real e material na qualidade de vida das pessoas”, diz Dorson.",ar condicionado
1,O desenvolvimento de sistemas de ar condicionado mais eficientes é fundamental para a saúde das pessoas e do meio ambiente do nosso planeta.”,ar condicionado
1,"E, segundo Vecina, um dos problemas que pode ainda agravar o risco de se pegar o novo coronavírus é o ar condicionado, muito utilizado no transporte público.",ar condicionado
1,"No caso do Metrô, o ar condicionado recicla esse aerossol, o que é diferente dos aviões.",ar condicionado
1,"Mas esse ar condicionado, de uma forma geral, que temos em shoppings centers , cinemas e mesmo na nossa casa, esses [modelo] split , não têm filtros.",ar condicionado
1,"O projeto, que será desenvolvido em parceria com a Associação dos Especialistas Médicos e outros Profissionais de Rondonópolis, tem por objetivo a criação de um sistema de baixo custo que promova a recirculação, umidificação e desinfecção do ar por meio da radiação UV-C para utilização em ambientes fechados e com ar condicionado.",ar condicionado
1,"Por isso é que alguns minutinhos, quatro ou cinco minutos antes de você chegar em casa, seja lá onde for, cutuque o botãozinho do ar condicionado, deixe só o ventilador, desligue o compressor.",ar condicionado
1,"Entre os itens que equipam os veículos estão central multimídia, USB individual em todas as poltronas, monitores de teto, sanitário, ar condicionado quente e frio, câmera de ré e rádio.",ar condicionado
1,"Por conta do ""ar condicionado no último"", a dupla pegou um cobertor para ver o jogo entre Brasil e Croácia.",ar condicionado
1,"E mais: o ar condicionado tem 5 estrelas, de 5!",ar condicionado
1,3 modelos de ar condicionado para você economizar e sobreviver ao calor,ar condicionado
1,"As chamas que teriam começado no transformador destruíram ar condicionado, televisão, sofá e parte do forro de PVC.",ar condicionado
1,"Com veículos novos e mais modernos, além de menos poluentes, parte da nova frota oferecerá wi-fi gratuito, tomadas USB para carregamento de celulares, além de veículos com ar condicionado para atender os bairros mais distantes.",ar condicionado
1,O mercado ACU móvel (Unidade de Ar Condicionado) analisa o impacto do COVID-19 na economia regional.,ar condicionado
1,"A partir de agora, os motoristas devem ficar atentos aos novos prazos de renovação da Carteira Nacional de Habilitação (CNH), ao número de pontos que podem gerar a suspensão de dirigir e à punição de quem causar uma morte ao conduzir o veículo após ter ingerido bebida alcoólica ou ter usado drogas.",bebida alcoólica
1,Essa bebida alcoólica foi responsável por impulsionar diversas descobertas científicas ao longo da história da humanidade.,bebida alcoólica
1,"Como é uma bebida alcoólica, a cerveja, se consumida desenfreadamente, traz riscos à saúde.",bebida alcoólica
1,"E é aí que a bebida alcoólica mostra a sua faceta cruel – aquela que milhares de alcoolistas, infelizmente, conhecem tão bem.",bebida alcoólica
1,"Infelizmente, a mulher que bateu no nosso carro estava embriagada, tinha usado drogas, inclusive umas substâncias e umas garrafas de bebida alcoólica foram encontradas no carro dela.",bebida alcoólica
1,"Bom, a bebida alcoólica era guardada em barris forrados com o metal pesado durante sua fermentação, gerando um doce sabor fatal.",bebida alcoólica
1,"Então, a bebida alcoólica não tem esse poder [de reduzir o efeito da vacina da Covid-19].",bebida alcoólica
1,É preciso evitar o consumo de bebida alcoólica antes ou depois de tomar vacina contra a Covid-19?,bebida alcoólica
1,"Segundo o Conselho de Desenvolvimento da RMC a medida não é considerada uma ""lei seca"", na qual a venda e o consumo é proibido, já que os moradores poderão ingerir bebida alcoólica em casa.",bebida alcoólica
1,"Considerada a primeira bebida alcoólica comercializada na América do Norte, a tequila e o drink mais emblemático feito com ela ganharam o mundo, chegando a originar um dia para comemorá-lo - 22 de fevereiro - o Dia Internacional da Margarita.",bebida alcoólica
1,"Em depoimento à Polícia Civil do Rio, uma testemunha confirmou que o motorista ingeriu bebida alcoólica antes de dirigir.",bebida alcoólica
1,"Segundo a Organização Mundial da Saúde, o alcoolismo mata muitas pessoas por ano, além de ser capaz de trazer mais de 200 tipos de doenças oriundos do uso de bebida alcoólica, além do mais, o álcool é o responsável por um grande número de acidentes de trânsito.",bebida alcoólica
1,"Residentes também podem conseguir uma licença especial para comprar bebida alcoólica e consumir em casa, com quantidade mensal que varia de acordo com o salário recebido.",bebida alcoólica
1,"Não serão permitidas imagens de menores de idade, ingestão ou sugestão de bebida alcoólica, sob pena de desclassificação.",bebida alcoólica
1,"Isso acontece porque 50% dos brasileiros não consomem nem uma gota de bebida alcoólica, mas entre os que consomem, a maioria bebe em uma quantidade bem acima da considerada moderada.",bebida alcoólica
1,"Boa sorte"", a produção comunicou aos demais hoje (7), expondo posteriormente que o brother teria problemas com bebida alcoólica.",bebida alcoólica
1,"A moutai baijiu — o tipo de bebida que a empresa fabrica — é uma bebida alcoólica clara e potente que foi apelidada de aguardente, graças ao fato de ter 53% de álcool.",bebida alcoólica
1,"A bebida alcoólica continua proibida para consumo em lugares públicos, incluindo bares e restaurantes a qualquer dia ou horário.",bebida alcoólica
1,"Na última semana, por exemplo, Boninho cobrou que Rafa não bebesse muito vinho depois de ver que ela tinha postado uma foto segurando uma taça com a bebida alcoólica.",bebida alcoólica
1,"Para prevenção, a pasta recomenda "" estudar, ler, pensar, manter a mente sempre ativa"", ""fazer exercícios de aritmética"", ""jogos inteligentes"", ""atividades em grupo"", ""não fumar"", ""não consumir bebida alcoólica"", ""ter alimentação saudável e regrada"" e ""fazer prática de atividades físicas regulares"".",bebida alcoólica
0,"Desaparece a fidelidade entre os homens: cada qual mente ao seu próximo com lábios enganadores e segundas intenções.""",segundas intenções
0,"Ela gosta de farofa a ponto de levar farinha brasileira na mala sempre que viaja para o exterior, a pretexto de divulgar nossa gastronomia —“mas sempre com segundas intenções”, admite.",segundas intenções
0,"Desde o começo do programa, o relacionamento dos dois foi regado de brincadeiras com segundas intenções e até planejamento do casamento.",segundas intenções
0,Esse aspecto tenso assinala uma fase em que devemos evitar as encucações e certa propensão para ver segundas intenções onde elas não existem.,segundas intenções
0,O dono do restaurante não esconderá seu nervosismo com a presença do marido de Maria Marta (Lilia Cabral) e ficará na cola do funcionário para saber cada detalhe do menu já com segundas intenções.,segundas intenções
0,Não fique vendo segundas intenções nas mínimas atitudes alheias.,segundas intenções
0,"Visivelmente apreensiva, a youtuber desabafou com a aliada sobre sua postura dentro do jogo em agradar todos, sem segundas intenções:  ""Eu acho que a minha família me conhece tão bem, que mesmo que o público não entenda, às vezes, a minha incoerência ou a minha coisa de ir e voltar, e pensar que eu gosto de todo mundo, a minha família vai entender"", destacou para a carioca.",segundas intenções
0,"Entretanto, em se tratando de ""cidadão de bem"", é sempre bom estar atento às segundas intenções bastante implícitas.",segundas intenções
0,A ideia era manter um conselho gestor no país composto majoritariamente por estadunidenses para provar que não havia segundas intenções com o uso de dados.,segundas intenções
0,"Não havia segundas intenções”, alegou Benzema.",segundas intenções
1,"Blair interpretou Cecile Caldwell em 'Segundas Intenções', que foi um sucesso de bilheteria e, desde então, virou clássico cult do cinema.",segundas intenções
1,"Ela recordou seu momento de seu despertar sexual, que aconteceu com o filme 'Segundas Intenções' e o beijo de Sarah Michelle Gellar e Selma Blair.",segundas intenções
1,"São oficinas, bate-papos e atividades para públicos de todas as idades, como os Clubes de Leitura e o do Audiolivro e o programa Segundas Intenções, de encontros com escritores sobre suas obras e trajetórias na literatura.",segundas intenções
1,"Os meios de circulação vertical são mecânicos, restritos ao elevador e à escada rolante.",escada rolante
1,"A escada rolante surge “com o rush das invenções industriais junto aos desejos da ficção científica de 1800, apresentada em 1915 como objeto de entretenimento na grande exposição de Paris e de Coney Island” (KOOLHAAS, 2014, pg.1303).",escada rolante
1,"Com degraus maiores para acomodar um corpo parado em pé, a escada rolante possibilita um fluxo de pessoas mais intenso, conectando espaços mais íngremes com uma menor área de incidência.",escada rolante
1,"A escada rolante se tornou um elemento banalizado no cotidiano devido à circulação automatizada, tanto na questão mecânica quanto na sua relação com os usuários.",escada rolante
1,"Em São Paulo, a primeira escada rolante foi instalada na Galeria Prestes Maia em 1955.",escada rolante
1,"A escada rolante pode ter funcionalidades práticas, como o retardamento de possíveis roubos em shoppings centers, ou funcionalidades estéticas, como símbolo de status e imponência em edifícios de negócios.",escada rolante
1,"A escada rolante tem uma conexão mais objetiva, com acesso rápido e direto.",escada rolante
1,"Ansioso pula etapas, tanto quanto pula degraus de escada rolante.",escada rolante
1,"Ainda bem que não deve ter nenhum ansioso construindo ou programando escada rolante, pois, se fosse ele o fabricante, a velocidade da escada seria tão acelerada, que ao chegar no ponto de descida o usuário seria quase que cuspido e arremessado com tal violência no andar de destino que seria necessário construir à frente uma parede de proteção de espuma para o coitado não ser esmagado contra a parede.",escada rolante
1,"Já cheguei a pedir para se afastarem um carrinho de distância na fila do mercado, aguardarem a marcação na escada rolante e até colocarem a máscara de volta quando a tiraram do meu lado no ônibus.",escada rolante
1,"Dentre as melhorias implementadas, destacam-se mudanças na área de check-in, nova sala de embarque para voos domésticos e internacionais, expansão dos espaços destinados às áreas comerciais; além de novos banheiros, escada rolante e carrosséis de bagagens.",escada rolante
1,"Cada escada rolante transporta até 7,2 mil passageiros por hora.",escada rolante
1,"Quando você está voltando cansado do trabalho e precisa pegar o metrô ou após aquelas compras prolongadas no shopping, nada melhor do que poder transitar entre andares no conforto de uma escada rolante.",escada rolante
1,O relatório de pesquisa de mercado completo também oferece a Análise das Cinco Forças de Porter e perfis de alguns dos principais participantes do mercado Piscina da escada rolante global.,escada rolante
1,"Além disso, o relatório analisa as tendências de mercado Piscina da escada rolante , tamanho e previsão em diferentes geografias, tipo e segmento de uso final, além disso, o relatório apresenta uma visão geral da concorrência de mercado entre as principais empresas e perfis de empresas, além do preço de mercado e características de canal são cobertos em o relatório.",escada rolante
1,"O Relatório de Pesquisa de Mercado Piscina da escada rolante fornece estatísticas vitais exclusivas, dados, informações, tendências e detalhes do cenário competitivo neste nicho de setor.",escada rolante
1,"Com tabelas e números ajudando a analisar o mercado global de Piscina da escada rolante em todo o mundo , esta pesquisa fornece estatísticas importantes sobre o estado da indústria e é uma fonte valiosa de orientação e direção para empresas e indivíduos interessados no mercado.",escada rolante
1,As tendências de desenvolvimento do mercado global Piscina da escada rolante e os canais de marketing são analisados.,escada rolante
1,"Não suportando isso, este relatório analítico mais recente classifica o mercado mundial de Piscina da escada rolante por cliente final, tipo, região e principais jogadores / marcas.",escada rolante
1,"O relatório de pesquisa da indústria global Piscina da escada rolante Mercado é um estudo profissional e aprofundado sobre o tamanho do mercado, crescimento, participação, tendências, bem como análise da indústria.",escada rolante
1,Os dois anticorpos podem ser administrados em adultos e pacientes pediátricos - com 12 anos ou mais que pesem no mínimo 40 quilos - que tenham a doença confirmada por exame laboratorial e alto risco de progredir para quadros graves.,exame laboratorial
1,Podem tomar o medicamento adultos e crianças a partir de 12 anos que tenham tido diagnostico de infecçao pelo novo coronavirus confirmado por exame laboratorial.,exame laboratorial
1,A confirmaçao do caso de epizootia foi feita por exame laboratorial na Fiocruz e informada para a Vigilancia em Saude do Municipio nesta sexta-feira (9).,exame laboratorial
1,"Esse intervalo é contado a partir da descoberta dos sintomas ou do diagnóstico por exame laboratorial, no caso de assintomáticos.",exame laboratorial
1,"Enquanto isso, autoridades no epicentro do surto, a província chinesa de Hubei, decidiram passar a registrar oficialmente como infectados aqueles que apresentam sintomas como febre, tosse e manchas no pulmão — sem depender de confirmação por exame laboratorial.",exame laboratorial
1,Ate agora a doença era confirmada apenas por exame laboratorial e testes rapidos.,exame laboratorial
1,"A proporção de cura entre os casos novos de tuberculose pulmonar com confirmação por exame laboratorial no Brasil foi de 70,1%, em 2019.",exame laboratorial
1,"Com as novas orientaçoes do MS, por meio do criterio clinico epidemiologico, o paciente com sintomas caracteristicos entra para as estatisticas mesmo sem a confirmaçao por exame laboratorial.",exame laboratorial
1,"No total, o Brasil acumula 14.340.787 casos oficialmente notificados, dos quais 12.809.169 (89,3%) sao pacientes recuperados, enquanto 390.797 nao resistiram as complicaçoes provocadas pelo virus - ha ainda 3.591 obitos suspeito aguardando resultado de exame laboratorial para diagnostico da Covid-19.",exame laboratorial
1,"De acordo com as investigações, os dois estabelecimentos – situados próximos a unidades públicas de saúde – cobravam preços populares para a coleta de sangue dos pacientes, porém não remetiam o material para a realização de exame laboratorial.",exame laboratorial
1,"Os outros 26 obitos contabilizados ocorreram em dias/semanas anteriores, e aguardavam resultado de exame laboratorial.",exame laboratorial
1,"Os outros 38 obitos contabilizados ocorreram em dias/semanas anteriores, e aguardavam resultado de exame laboratorial.",exame laboratorial
1,"O resultado do exame laboratorial, que comprovou a causa do óbito do macaco, foi feito pela Fundação Oswaldo Cruz (Fiocruz) e entregue à Vigilância Sanitária do município na sexta (9).",exame laboratorial
1,"Ainda de acordo com o boletim, um novo caso de covid-19 foi confirmado por meio de exame laboratorial.",exame laboratorial
1,Então vou adiantando que a temperatura corporal abaixo de 36.3 graus mostra insuficiências hormonais importantíssimas que nenhum exame laboratorial poderia diagnosticar.,exame laboratorial
1,O novo infectado foi registrado através de exame laboratorial.,exame laboratorial
1,"Mas, aplicando-se a regra geral, subentende-se que tais testes são dedutíveis, por se tratarem de exame laboratorial, diz o advogado especializado em legislação tributária Samir Choaib.",exame laboratorial
1,"Os demais foram registrados em dias e/ou semanas anteriores, e aguardam resultado do exame laboratorial para Covid-19.",exame laboratorial
0,"A resposta num primeiro plano parece obvia, qual seja SIM.",primeiro plano
0,"Em primeiro plano, o julgamento da Segunda Turma não pode ser revertido no plenário.",primeiro plano
0,"No primeiro plano vai se querer atingir, pelo que eu tenho como experiencia, a figura do presidente da Republica.",primeiro plano
1,"Basicamente você fica como ""online"" sempre que o app está em primeiro plano, ou seja, aberto em seu celular.",primeiro plano
1,"O ""Primeiro Plano - Edição Histórica"" vai reunir, em uma mostra, todos os destaques dos últimos 19 festivais, com exibições de curtas e longas.",primeiro plano
1,"Além das obras apresentadas, o Festival Primeiro Plano também vai realizar um laboratório e um concurso, voltado aos amantes de cinema.",primeiro plano
1,"Todas as atividades desta edição do Festival Primeiro Plano serão feitas virtualmente, e as inscrições no laboratório e no concurso podem ser feitas até dia 14 de maio, pelo site do evento.",primeiro plano
1,"O Primeiro Plano - Ediçao Historica - reunira em uma mostra todos os destaques dos ultimos 19 festivais, com exibiçoes de curtas e longas, alem de apresentar um laboratorio e um concurso voltado aos amantes da setima arte.",primeiro plano
